hustobc_class,source_group,identity_official_code,identity_official_reading_jtz,identity_official_status,top1_official_code,top1_similarity,top1_official_reading_jtz,top1_official_status,top1_has_jitilin_entry,is_verified_correction
X/2157,X,,,,U6041F,0.6982,围,deciphered,true,false
X/2158,X,,,,U60E51,0.6127,析,deciphered,true,false
X/2159,X,,,,U605DA,0.7437,,undeciphered,false,false
X/216,X,,,,U60901,0.6039,暴,deciphered,true,false
X/2160,X,,,,U6011C,0.6801,叕,deciphered,false,false
X/2161,X,,,,U60722,0.6221,,undeciphered,false,false
X/2162,X,,,,U6043B,0.7275,,undeciphered,false,false
X/2163,X,,,,U618C5,0.6964,昃,deciphered,true,false
X/2164,X,,,,U60BFE,0.6495,,undeciphered,true,false
X/2165,X,,,,U60DEB,0.6709,,undeciphered,false,false
X/2166,X,,,,U60DAA,0.7416,,undeciphered,true,false
X/2167,X,,,,U61071,0.7471,,undeciphered,true,false
X/2168,X,,,,U60410,0.7105,,undeciphered,true,false
X/2169,X,,,,U6107C,0.6936,,undeciphered,false,false
X/217,X,,,,U60C9C,0.7071,,undeciphered,false,false
X/2170,X,,,,U60DFE,0.6825,㓞,deciphered,true,false
X/2171,X,,,,U6047F,0.6534,,undeciphered,true,false
X/2172,X,,,,U618ED,0.749,,undeciphered,false,false
X/2173,X,,,,U60299,0.6748,,undeciphered,false,false
X/2174,X,,,,U60694,0.6785,阩,deciphered,false,false
X/2175,X,,,,U60693,0.6097,降,deciphered,true,false
X/2176,X,,,,U606A1,0.7015,,undeciphered,true,false
X/2177,X,,,,U61533,0.7133,祖戊,deciphered,true,false
X/2178,X,,,,U606AD,0.651,,undeciphered,true,false
X/2179,X,,,,U61950,0.6518,韦,deciphered,false,false
X/218,X,,,,U617FA,0.6751,“我祭”,deciphered,false,false
X/2180,X,,,,U6068D,0.6873,,undeciphered,false,false
X/2181,X,,,,U607BF,0.7039,桑,deciphered,true,false
X/2182,X,,,,U6105D,0.732,擒,deciphered,true,false
X/2183,X,,,,U617E8,0.734,上下害,deciphered,false,false
X/2184,X,,,,U61740,0.6795,一牝,deciphered,false,false
X/2185,X,,,,U60BC9,0.7341,,undeciphered,false,false
X/2186,X,,,,U613F8,0.6344,残疑字,deciphered,true,false
X/2187,X,,,,U61AF0,0.7174,鹿,deciphered,true,false
X/2188,X,,,,U60A0F,0.7027,,undeciphered,false,false
X/2189,X,,,,U6188E,0.7255,,undeciphered,true,false
X/219,X,,,,U60A58,0.7189,,undeciphered,true,false
X/2190,X,,,,U60466,0.7429,途,deciphered,true,false
X/2191,X,,,,U6096A,0.6177,,undeciphered,true,false
X/2192,X,,,,U60DAA,0.6739,,undeciphered,true,false
X/2193,X,,,,U612F7,0.7636,,undeciphered,true,false
X/2194,X,,,,U6174E,0.65,四牢,deciphered,false,false
X/2195,X,,,,U60733,0.7205,,undeciphered,false,false
X/2196,X,,,,U610AA,0.6704,,undeciphered,false,false
X/2197,X,,,,U6195D,0.638,,undeciphered,false,false
X/2198,X,,,,U611CB,0.6883,,undeciphered,true,false
X/2199,X,,,,U61AF3,0.7652,祝,deciphered,true,false
X/22,X,,,,U6007F,0.6332,競,deciphered,true,false
X/220,X,,,,U60751,0.7182,莽,deciphered,true,false
X/2200,X,,,,U61248,0.7735,遘,deciphered,true,false
X/2201,X,,,,U602F1,0.7134,,undeciphered,true,false
X/2202,X,,,,U60F1F,0.658,蛊,deciphered,false,false
X/2203,X,,,,U60903,0.7132,,undeciphered,true,false
X/2204,X,,,,U615F4,0.6804,四告,deciphered,false,false
X/2205,X,,,,U604C1,0.7499,,undeciphered,true,false
X/2206,X,,,,U60BD4,0.6111,商,deciphered,true,false
X/2207,X,,,,U616CB,0.6634,疐,deciphered,true,false
X/2208,X,,,,U601DB,0.6641,,undeciphered,false,false
X/2209,X,,,,U6048B,0.7418,,undeciphered,true,false
X/221,X,,,,U608E4,0.7318,,undeciphered,false,false
X/2210,X,,,,U60F2A,0.6646,,undeciphered,false,false
X/2211,X,,,,U60475,0.7124,,undeciphered,false,false
X/2212,X,,,,U60F8C,0.731,,undeciphered,true,false
X/2213,X,,,,U614BC,0.7284,酉,deciphered,true,false
X/2214,X,,,,U603E5,0.6181,岩,deciphered,true,false
X/2215,X,,,,U6031C,0.6828,,undeciphered,true,false
X/2216,X,,,,U612F7,0.7162,,undeciphered,true,false
X/2217,X,,,,U605AB,0.6923,,undeciphered,false,false
X/2218,X,,,,U60CEF,0.7129,,undeciphered,false,false
X/2219,X,,,,U60F36,0.6761,,undeciphered,true,false
X/222,X,,,,U60EA3,0.7145,残疑字,deciphered,true,false
X/2220,X,,,,U60F9D,0.787,,undeciphered,true,false
X/2221,X,,,,U60F8D,0.7495,,undeciphered,true,false
X/2222,X,,,,U602EB,0.7557,棄,deciphered,true,false
X/2223,X,,,,U60B2A,0.6671,,undeciphered,false,false
X/2224,X,,,,U60F41,0.6659,,undeciphered,true,false
X/2225,X,,,,U600A6,0.7265,,undeciphered,true,false
X/2226,X,,,,U60DAA,0.7797,,undeciphered,true,false
X/2227,X,,,,U60DE0,0.7354,,undeciphered,true,false
X/2228,X,,,,U6055A,0.8111,,undeciphered,true,false
X/2229,X,,,,U6018C,0.7527,,undeciphered,true,false
X/223,X,,,,U61009,0.6666,登,deciphered,true,false
X/2230,X,,,,U60467,0.715,,undeciphered,true,false
X/2231,X,,,,U60CFD,0.7392,,undeciphered,true,false
X/2232,X,,,,U61168,0.6467,速,deciphered,false,false
X/2233,X,,,,U60D1B,0.6962,迅,deciphered,true,false
X/2234,X,,,,U614FC,0.6552,必必甲,deciphered,false,false
X/2235,X,,,,U60D0D,0.618,,undeciphered,true,false
X/2236,X,,,,U608E6,0.7174,,undeciphered,false,false
X/2237,X,,,,U60CDE,0.6529,,undeciphered,true,false
X/2238,X,,,,U60D2D,0.7479,,undeciphered,true,false
X/2239,X,,,,U60AA1,0.7266,,undeciphered,true,false
X/224,X,,,,U619DE,0.7847,,undeciphered,false,false
X/2240,X,,,,U61248,0.7694,遘,deciphered,true,false
X/2241,X,,,,U60943,0.7477,逐,deciphered,true,false
X/2242,X,,,,U60CDC,0.7294,行,deciphered,true,false
X/2243,X,,,,U60306,0.7574,直,deciphered,true,false
X/2244,X,,,,U60CDE,0.739,,undeciphered,true,false
X/2245,X,,,,U613DA,0.7175,谷,deciphered,true,false
X/2246,X,,,,U60CDC,0.6865,行,deciphered,true,false
X/2247,X,,,,U60CE3,0.7194,,undeciphered,true,false
X/2248,X,,,,U60CDC,0.7809,行,deciphered,true,false
X/2249,X,,,,U619A3,0.6464,高,deciphered,false,false
X/225,X,,,,U6025C,0.7374,,undeciphered,true,false
X/2250,X,,,,U60034,0.6376,长,deciphered,true,false
X/2251,X,,,,U60D44,0.7118,,undeciphered,true,false
X/2252,X,,,,U615A7,0.6074,二千,deciphered,false,false
X/2253,X,,,,U61247,0.6781,遘,deciphered,true,false
X/2254,X,,,,U603F8,0.6972,,undeciphered,true,false
X/2255,X,,,,U60CDC,0.7199,行,deciphered,true,false
X/2256,X,,,,U60D5B,0.7574,,undeciphered,true,false
X/2257,X,,,,U60CF6,0.6448,,undeciphered,true,false
X/2258,X,,,,U60CDC,0.677,行,deciphered,true,false
X/2259,X,,,,U606D5,0.712,,undeciphered,false,false
X/226,X,,,,U61472,0.7706,己酉,deciphered,false,false
X/2260,X,,,,U615A4,0.7325,八百,deciphered,false,false
X/2261,X,,,,U60D0E,0.6468,,undeciphered,false,false
X/2262,X,,,,U60CFA,0.6693,延,deciphered,true,false
X/2263,X,,,,U60CDC,0.6832,行,deciphered,true,false
X/2264,X,,,,U60CDC,0.7803,行,deciphered,true,false
X/2265,X,,,,U61003,0.667,登,deciphered,false,false
X/2266,X,,,,U61812,0.6697,,undeciphered,true,false
X/2267,X,,,,U615D5,0.7232,九示,deciphered,false,false
X/2268,X,,,,U60CF6,0.7041,,undeciphered,true,false
X/2269,X,,,,U60CDC,0.641,行,deciphered,true,false
X/227,X,,,,U619CE,0.6563,,undeciphered,false,false
X/2270,X,,,,U60CFA,0.6481,延,deciphered,true,false
X/2271,X,,,,U60CDC,0.7164,行,deciphered,true,false
X/2272,X,,,,U60EBB,0.7167,,undeciphered,true,false
X/2273,X,,,,U60D0E,0.7271,,undeciphered,false,false
X/2274,X,,,,U60CE4,0.691,征,deciphered,false,false
X/2275,X,,,,U60CF2,0.6993,,undeciphered,true,false
X/2276,X,,,,U61248,0.6686,遘,deciphered,true,false
X/2277,X,,,,U60D25,0.6544,,undeciphered,true,false
X/2278,X,,,,U60CDC,0.7362,行,deciphered,true,false
X/2279,X,,,,U60CF2,0.7242,,undeciphered,true,false
X/228,X,,,,U60CF6,0.6636,,undeciphered,true,false
X/2280,X,,,,U60CE4,0.6836,征,deciphered,false,false
X/2281,X,,,,U60EBB,0.7448,,undeciphered,true,false
X/2282,X,,,,U60A27,0.6121,,undeciphered,false,false
X/2283,X,,,,U60E2F,0.7088,,undeciphered,true,false
X/2284,X,,,,U60DF2,0.7055,,undeciphered,true,false
X/2285,X,,,,U6113F,0.7176,智,deciphered,true,false
X/2286,X,,,,U60917,0.6794,,undeciphered,false,false
X/2287,X,,,,U61AC0,0.708,残疑字,deciphered,false,false
X/2288,X,,,,U61218,0.776,葬,deciphered,true,false
X/229,X,,,,U6110E,0.6536,残疑字,deciphered,unknown-if-fetch-failed,false
X/23,X,,,,U612E1,0.6821,,undeciphered,true,false
X/230,X,,,,U611A0,0.7618,残疑字,deciphered,false,false
X/231,X,,,,U616F8,0.6899,,undeciphered,true,false
X/232,X,,,,U60B4D,0.6764,寒,deciphered,true,false
X/233,X,,,,U61822,0.7318,䊤,deciphered,false,false
X/234,X,,,,U6091B,0.6716,廌,deciphered,false,false
X/235,X,,,,U60E97,0.6513,医,deciphered,false,false
X/236,X,,,,U601EC,0.7736,,undeciphered,true,false
X/237,X,,,,U602E4,0.6297,孚,deciphered,true,false
X/238,X,,,,U602D1,0.6565,,undeciphered,true,false
X/239,X,,,,U6173E,0.6673,二犬,deciphered,false,false
X/24,X,,,,U60F88,0.6889,小臣酌,deciphered,false,false
X/240,X,,,,U60F97,0.6233,,undeciphered,true,false
X/241,X,,,,U60FA3,0.6581,贞,deciphered,true,false
X/242,X,,,,U60F36,0.5932,,undeciphered,true,false
X/243,X,,,,U6072F,0.6831,,undeciphered,false,false
X/244,X,,,,U60E2C,0.6283,,undeciphered,true,false
X/245,X,,,,U611CC,0.6562,,undeciphered,false,false
X/246,X,,,,U61799,0.6581,四月,deciphered,false,false
X/247,X,,,,U616D4,0.7055,祼,deciphered,false,false
X/248,X,,,,U614D5,0.6831,示壬,deciphered,true,false
X/249,X,,,,U6025B,0.7094,,undeciphered,true,false
X/25,X,,,,U60114,0.6231,髦,deciphered,true,false
X/250,X,,,,U6104C,0.7137,敢,deciphered,true,false
X/251,X,,,,U60D81,0.675,,undeciphered,true,false
X/252,X,,,,U6124C,0.6695,,undeciphered,false,false
X/253,X,,,,U60187,0.6584,,undeciphered,true,false
X/254,X,,,,U60A07,0.6652,䖵,deciphered,true,false
X/255,X,,,,U60197,0.7074,,undeciphered,true,false
X/256,X,,,,U6024C,0.6137,姀,deciphered,true,false
X/257,X,,,,U6043B,0.6655,,undeciphered,false,false
X/258,X,,,,U61B4A,0.6557,妻,deciphered,true,false
X/259,X,,,,U6018A,0.657,,undeciphered,false,false
X/26,X,,,,U602EB,0.7025,棄,deciphered,true,false
X/260,X,,,,U61974,0.711,,undeciphered,false,false
X/261,X,,,,U609BB,0.6249,,undeciphered,true,false
X/262,X,,,,U611BF,0.6558,,undeciphered,true,false
X/263,X,,,,U604E4,0.7118,寻,deciphered,true,false
X/264,X,,,,U60178,0.7693,,undeciphered,true,false
X/265,X,,,,U601AA,0.7014,,undeciphered,true,false
X/266,X,,,,U61947,0.7232,心,deciphered,true,false
X/267,X,,,,U606B4,0.6843,水,deciphered,true,false
X/268,X,,,,U601D6,0.7144,,undeciphered,true,false
X/269,X,,,,U60183,0.6979,,undeciphered,false,false
X/27,X,,,,U612CA,0.7475,,undeciphered,true,false
X/270,X,,,,U6124C,0.6604,,undeciphered,false,false
X/271,X,,,,U61928,0.6951,,undeciphered,true,false
X/272,X,,,,U61B58,0.6366,卩,deciphered,true,false
X/273,X,,,,U6017D,0.7302,邑,deciphered,false,false
X/274,X,,,,U61B33,0.7253,,undeciphered,true,false
X/275,X,,,,U6035A,0.7208,望,deciphered,true,false
X/276,X,,,,U6067F,0.7136,光,deciphered,true,false
X/277,X,,,,U60554,0.6649,页,deciphered,true,false
X/278,X,,,,U6020F,0.7302,,undeciphered,true,false
X/279,X,,,,U61830,0.709,残疑字,deciphered,false,false
X/28,X,,,,U6130E,0.6768,弟,deciphered,true,false
X/280,X,,,,U61085,0.7182,,undeciphered,true,false
X/281,X,,,,U611BF,0.7051,,undeciphered,true,false
X/282,X,,,,U61542,0.6317,妣辛,deciphered,true,false
X/283,X,,,,U601A0,0.6863,,undeciphered,true,false
X/284,X,,,,U60ECD,0.7759,,undeciphered,true,false
X/285,X,,,,U608C7,0.7322,,undeciphered,false,false
X/286,X,,,,U6048A,0.6971,,undeciphered,false,false
X/287,X,,,,U60979,0.7002,,undeciphered,true,false
X/288,X,,,,U60677,0.6414,,undeciphered,true,false
X/289,X,,,,U60AD2,0.6027,,undeciphered,false,false
X/29,X,,,,U6043B,0.7294,,undeciphered,false,false
X/290,X,,,,U601F3,0.6648,致,deciphered,true,false
X/291,X,,,,U61701,0.7357,夙,deciphered,true,false
X/292,X,,,,U60843,0.6664,,undeciphered,false,false
X/293,X,,,,U60E14,0.6253,䇂,deciphered,true,false
X/294,X,,,,U601D7,0.6804,,undeciphered,true,false
X/295,X,,,,U600EF,0.663,,undeciphered,true,false
X/296,X,,,,U619DE,0.7305,,undeciphered,false,false
X/297,X,,,,U6034C,0.7767,,undeciphered,true,false
X/298,X,,,,U610B5,0.6681,,undeciphered,true,false
X/299,X,,,,U602D7,0.8146,,undeciphered,true,false
X/3,X,,,,U611EA,0.7028,,undeciphered,true,false
X/30,X,,,,U61339,0.7018,教,deciphered,true,false
X/300,X,,,,U60939,0.6904,,undeciphered,true,false
X/301,X,,,,U604FA,0.6851,叔,deciphered,true,false
X/302,X,,,,U61764,0.6129,十鬯,deciphered,false,false
X/303,X,,,,U6020F,0.7384,,undeciphered,true,false
X/304,X,,,,U60090,0.601,㳄,deciphered,true,false
X/305,X,,,,U602D2,0.7125,,undeciphered,false,false
X/306,X,,,,U608EE,0.7042,,undeciphered,true,false
X/307,X,,,,U61301,0.7466,,undeciphered,false,false
X/308,X,,,,U6020F,0.7026,,undeciphered,true,false
X/309,X,,,,U60548,0.6704,,undeciphered,true,false
X/31,X,,,,U6194F,0.6495,韦,deciphered,true,false
X/310,X,,,,U60233,0.7666,,undeciphered,true,false
X/311,X,,,,U60232,0.6794,,undeciphered,true,false
X/312,X,,,,U60250,0.7243,,undeciphered,false,false
X/313,X,,,,U602EC,0.6457,,undeciphered,true,false
X/314,X,,,,U60299,0.7397,,undeciphered,false,false
X/315,X,,,,U61AD6,0.7731,,undeciphered,true,false
X/316,X,,,,U61AC0,0.6934,残疑字,deciphered,false,false
X/317,X,,,,U602BD,0.6569,,undeciphered,true,false
X/318,X,,,,U6023D,0.7341,,undeciphered,false,false
X/319,X,,,,U60DDF,0.7588,咸,deciphered,true,false
X/32,X,,,,U60DC2,0.7279,,undeciphered,true,false
X/320,X,,,,U60DA9,0.6775,,undeciphered,false,false
X/321,X,,,,U61346,0.6451,,undeciphered,true,false
X/322,X,,,,U6027C,0.7004,,undeciphered,true,false
X/323,X,,,,U611E3,0.6704,,undeciphered,false,false
X/324,X,,,,U602B0,0.6332,,undeciphered,true,false
X/325,X,,,,U6021C,0.7403,,undeciphered,false,false
X/326,X,,,,U61308,0.7284,系,deciphered,true,false
X/327,X,,,,U60265,0.6721,,undeciphered,false,false
X/328,X,,,,U601D7,0.6712,,undeciphered,true,false
X/329,X,,,,U60251,0.7262,,undeciphered,false,false
X/33,X,,,,U618A7,0.7272,競,deciphered,false,false
X/330,X,,,,U608EE,0.6644,,undeciphered,true,false
X/331,X,,,,U602BC,0.7838,,undeciphered,true,false
X/332,X,,,,U6194C,0.6417,,undeciphered,false,false
X/333,X,,,,U61025,0.7064,壴,deciphered,false,false
X/334,X,,,,U602F1,0.7673,,undeciphered,true,false
X/335,X,,,,U60A13,0.652,汜,deciphered,true,false
X/336,X,,,,U615A4,0.6721,八百,deciphered,false,false
X/337,X,,,,U600D6,0.6851,,undeciphered,true,false
X/338,X,,,,U60009,0.7166,㐱,deciphered,true,false
X/339,X,,,,U601A9,0.6554,,undeciphered,true,false
X/34,X,,,,U6134B,0.704,互,deciphered,true,false
X/340,X,,,,U602F3,0.7094,,undeciphered,true,false
X/341,X,,,,U60DAA,0.717,,undeciphered,true,false
X/342,X,,,,U60510,0.7195,,undeciphered,true,false
X/343,X,,,,U61793,0.6421,正月,deciphered,false,false
X/344,X,,,,U6067A,0.6345,岳,deciphered,false,false
X/345,X,,,,U602B4,0.6803,,undeciphered,true,false
X/346,X,,,,U6167D,0.729,遣,deciphered,true,false
X/347,X,,,,U6033E,0.6891,,undeciphered,true,false
X/348,X,,,,U60349,0.7286,眉,deciphered,true,false
X/349,X,,,,U604EC,0.5917,,undeciphered,true,false
X/35,X,,,,U6134B,0.8126,互,deciphered,true,false
X/350,X,,,,U6094F,0.6742,,undeciphered,false,false
X/351,X,,,,U6022B,0.7481,,undeciphered,false,false
X/352,X,,,,U60904,0.775,,undeciphered,true,false
X/353,X,,,,U60904,0.6646,,undeciphered,true,false
X/354,X,,,,U60338,0.6272,,undeciphered,false,false
X/355,X,,,,U6127D,0.7068,,undeciphered,true,false
X/356,X,,,,U60138,0.6759,残疑字,deciphered,true,false
X/357,X,,,,U60922,0.7925,,undeciphered,false,false
X/358,X,,,,U61532,0.7599,祖丙,deciphered,true,false
X/359,X,,,,U60BCC,0.5914,,undeciphered,true,false
X/36,X,,,,U60155,0.6238,,undeciphered,false,false
X/360,X,,,,U615CB,0.6801,允先,deciphered,false,false
X/361,X,,,,U60F0D,0.6689,盟,deciphered,false,false
X/362,X,,,,U60367,0.6956,嚚,deciphered,true,false
X/363,X,,,,U60EAB,0.6413,黃尹,deciphered,false,false
X/364,X,,,,U604E4,0.7413,寻,deciphered,true,false
X/365,X,,,,U60F97,0.7169,,undeciphered,true,false
X/366,X,,,,U6030A,0.7193,眢,deciphered,true,false
X/367,X,,,,U60297,0.6891,,undeciphered,true,false
X/368,X,,,,U605AB,0.6675,,undeciphered,false,false
X/369,X,,,,U61359,0.6595,玨,deciphered,false,false
X/37,X,,,,U61347,0.7377,,undeciphered,false,false
X/370,X,,,,U6027C,0.7222,,undeciphered,true,false
X/371,X,,,,U60329,0.5994,,undeciphered,false,false
X/372,X,,,,U609E6,0.6832,龚,deciphered,true,false
X/373,X,,,,U60A66,0.6424,瘥,deciphered,unknown-if-fetch-failed,false
X/374,X,,,,U60019,0.7029,,undeciphered,true,false
X/375,X,,,,U615FB,0.7898,外小臣,deciphered,false,false
X/376,X,,,,U60316,0.6209,眔,deciphered,true,false
X/377,X,,,,U61811,0.6969,蔑,deciphered,true,false
X/378,X,,,,U607FC,0.7916,残疑字,deciphered,false,false
X/379,X,,,,U6194D,0.6152,韦,deciphered,false,false
X/38,X,,,,U61148,0.6965,,undeciphered,true,false
X/380,X,,,,U6102C,0.6332,熹,deciphered,true,false
X/381,X,,,,U60E65,0.6576,䜣,deciphered,true,false
X/382,X,,,,U60DDA,0.6706,,undeciphered,false,false
X/383,X,,,,U60AC9,0.7105,今,deciphered,true,false
X/384,X,,,,U60657,0.7311,去,deciphered,false,false
X/385,X,,,,U61A7C,0.5765,王,deciphered,true,false
X/386,X,,,,U61371,0.6247,協,deciphered,true,false
X/387,X,,,,U600FE,0.5829,立,deciphered,true,false
X/388,X,,,,U60E0D,0.6872,召,deciphered,true,false
X/389,X,,,,U6134B,0.7232,互,deciphered,true,false
X/39,X,,,,U60F8C,0.8189,,undeciphered,true,false
X/390,X,,,,U605CA,0.6613,昔,deciphered,true,false
X/391,X,,,,U603CD,0.6979,,undeciphered,false,false
X/392,X,,,,U603D9,0.7232,,undeciphered,true,false
X/393,X,,,,U600AD,0.6076,,undeciphered,true,false
X/394,X,,,,U60580,0.7095,示,deciphered,true,false
X/395,X,,,,U603CD,0.6703,,undeciphered,false,false
X/396,X,,,,U61218,0.7809,葬,deciphered,true,false
X/397,X,,,,U61425,0.6403,,undeciphered,false,false
X/398,X,,,,U6180A,0.6428,企朿,deciphered,false,false
X/399,X,,,,U6124C,0.7048,,undeciphered,false,false
X/4,X,,,,U608E7,0.6794,萈,deciphered,true,false
X/40,X,,,,U611EA,0.6748,,undeciphered,true,false
X/400,X,,,,U617A8,0.6185,湄日,deciphered,false,false
X/401,X,,,,U60F6E,0.685,,undeciphered,true,false
X/402,X,,,,U613D8,0.6689,公,deciphered,true,false
X/403,X,,,,U605EA,0.6407,名,deciphered,true,false
X/404,X,,,,U600AE,0.6664,,undeciphered,true,false
X/405,X,,,,U617FA,0.6712,“我祭”,deciphered,false,false
X/406,X,,,,U603F8,0.7305,,undeciphered,true,false
X/407,X,,,,U603F9,0.7032,,undeciphered,false,false
X/408,X,,,,U61B17,0.7288,翌日,deciphered,false,false
X/409,X,,,,U60E65,0.7324,䜣,deciphered,true,false
X/41,X,,,,U61AF7,0.7092,,undeciphered,true,false
X/410,X,,,,U6075F,0.5998,星,deciphered,true,false
X/411,X,,,,U605C9,0.6188,旦,deciphered,true,false
X/412,X,,,,U603F2,0.7495,咰,deciphered,true,false
X/413,X,,,,U61783,0.6511,,undeciphered,true,false
X/414,X,,,,U60510,0.6381,,undeciphered,true,false
X/415,X,,,,U61539,0.7017,妣乙,deciphered,true,false
X/416,X,,,,U615E1,0.7498,多妣,deciphered,false,false
X/417,X,,,,U60DF0,0.6577,,undeciphered,true,false
X/418,X,,,,U6066E,0.6609,炎,deciphered,true,false
X/419,X,,,,U61210,0.6336,,undeciphered,true,false
X/42,X,,,,U6006B,0.6639,,undeciphered,true,false
X/420,X,,,,U603FB,0.6664,,undeciphered,true,false
X/421,X,,,,U60B12,0.6972,,undeciphered,false,false
X/422,X,,,,U60F97,0.6072,,undeciphered,true,false
X/423,X,,,,U60462,0.7346,,undeciphered,true,false
X/424,X,,,,U6119A,0.6913,,undeciphered,false,false
X/425,X,,,,U60937,0.6559,陷,deciphered,true,false
X/426,X,,,,U6009F,0.6942,,undeciphered,true,false
X/427,X,,,,U6006B,0.7402,,undeciphered,true,false
X/428,X,,,,U61653,0.7109,达,deciphered,true,false
X/429,X,,,,U60713,0.7426,残疑字,deciphered,true,false
X/43,X,,,,U60904,0.719,,undeciphered,true,false
X/430,X,,,,U60455,0.7513,,undeciphered,true,false
X/431,X,,,,U60AE1,0.6568,,undeciphered,false,false
X/432,X,,,,U609BF,0.6861,,undeciphered,true,false
X/433,X,,,,U60F47,0.7023,,undeciphered,true,false
X/434,X,,,,U611BE,0.6455,,undeciphered,true,false
X/435,X,,,,U60034,0.7444,长,deciphered,true,false
X/436,X,,,,U60044,0.7061,,undeciphered,false,false
X/437,X,,,,U605B0,0.6536,祝,deciphered,true,false
X/438,X,,,,U60CEA,0.7034,防,deciphered,true,false
X/439,X,,,,U60E71,0.7316,,undeciphered,true,false
X/44,X,,,,U61363,0.6257,,undeciphered,true,false
X/440,X,,,,U60468,0.7773,,undeciphered,true,false
X/441,X,,,,U60EA1,0.6667,,undeciphered,true,false
X/442,X,,,,U60A1C,0.7438,萬,deciphered,true,false
X/443,X,,,,U6194C,0.6273,,undeciphered,false,false
X/444,X,,,,U614FC,0.6034,必必甲,deciphered,false,false
X/445,X,,,,U61A2F,0.644,,undeciphered,true,false
X/446,X,,,,U60467,0.6684,,undeciphered,true,false
X/447,X,,,,U61387,0.6685,危,deciphered,true,false
X/448,X,,,,U61462,0.6672,丁,deciphered,true,false
X/449,X,,,,U61672,0.5868,梦,deciphered,false,false
X/45,X,,,,U60FFD,0.7179,登,deciphered,false,false
X/450,X,,,,U6144B,0.6486,,undeciphered,false,false
X/451,X,,,,U6189A,0.6802,羌,deciphered,false,false
X/452,X,,,,U61923,0.6298,集,deciphered,true,false
X/453,X,,,,U604AB,0.7823,,undeciphered,true,false
X/454,X,,,,U604AB,0.7587,,undeciphered,true,false
X/455,X,,,,U60A54,0.7229,,undeciphered,false,false
X/456,X,,,,U61A4E,0.6668,,undeciphered,false,false
X/457,X,,,,U61A4E,0.6978,,undeciphered,false,false
X/458,X,,,,U60F00,0.6614,,undeciphered,true,false
X/459,X,,,,U60534,0.7211,,undeciphered,false,false
X/46,X,,,,U60E0D,0.6716,召,deciphered,true,false
X/460,X,,,,U61AF3,0.6687,祝,deciphered,true,false
X/461,X,,,,U6183E,0.7469,残疑字,deciphered,false,false
X/462,X,,,,U61053,0.7876,,undeciphered,true,false
X/463,X,,,,U61053,0.7726,,undeciphered,true,false
X/464,X,,,,U604A7,0.7367,,undeciphered,false,false
X/465,X,,,,U60536,0.7474,肇,deciphered,true,false
X/466,X,,,,U60C77,0.6732,,undeciphered,true,false
X/467,X,,,,U60369,0.8366,残疑字,deciphered,false,false
X/468,X,,,,U60E25,0.6757,,undeciphered,false,false
X/469,X,,,,U602EB,0.7258,棄,deciphered,true,false
X/47,X,,,,U60157,0.6075,,undeciphered,true,false
X/470,X,,,,U60FBE,0.7208,残疑字,deciphered,false,false
X/471,X,,,,U609BD,0.6697,,undeciphered,true,false
X/472,X,,,,U61339,0.6607,教,deciphered,true,false
X/473,X,,,,U617C1,0.7532,,undeciphered,false,false
X/474,X,,,,U610C3,0.6162,阱,deciphered,false,false
X/475,X,,,,U604C2,0.6874,,undeciphered,true,false
X/476,X,,,,U612B6,0.6167,,undeciphered,false,false
X/477,X,,,,U60663,0.6885,,undeciphered,true,false
X/478,X,,,,U60141,0.7026,,undeciphered,false,false
X/479,X,,,,U60AE1,0.6544,,undeciphered,false,false
X/48,X,,,,U61410,0.7189,,undeciphered,true,false
X/480,X,,,,U60FC9,0.6906,,undeciphered,false,false
X/481,X,,,,U60532,0.6941,,undeciphered,false,false
X/482,X,,,,U60708,0.7096,,undeciphered,true,false
X/483,X,,,,U6197B,0.7395,水,deciphered,true,false
X/484,X,,,,U60904,0.6524,,undeciphered,true,false
X/485,X,,,,U60F75,0.6965,,undeciphered,false,false
X/486,X,,,,U611BF,0.6828,,undeciphered,true,false
X/487,X,,,,U60DDE,0.6459,,undeciphered,false,false
X/488,X,,,,U61B72,0.7288,,undeciphered,false,false
X/489,X,,,,U60689,0.7231,,undeciphered,true,false
X/49,X,,,,U61A09,0.6614,戌,deciphered,false,false
X/490,X,,,,U61421,0.6545,㲹（皆）,deciphered,false,false
X/491,X,,,,U60869,0.6412,,undeciphered,true,false
X/492,X,,,,U610EB,0.7782,,undeciphered,true,false
X/493,X,,,,U61539,0.6709,妣乙,deciphered,true,false
X/494,X,,,,U60916,0.7007,,undeciphered,true,false
X/495,X,,,,U60424,0.7482,韦,deciphered,true,false
X/496,X,,,,U60475,0.715,,undeciphered,false,false
X/497,X,,,,U60170,0.671,奚,deciphered,true,false
X/498,X,,,,U61038,0.7336,嬉（艱）,deciphered,true,false
X/499,X,,,,U615D8,0.6674,二祀,deciphered,false,false
X/5,X,,,,U60D8E,0.6858,才（在）,deciphered,true,false
X/50,X,,,,U61A38,0.7365,共,deciphered,false,false
X/500,X,,,,U601AC,0.6945,㳄,deciphered,true,false
X/501,X,,,,U609CC,0.6704,,undeciphered,false,false
X/502,X,,,,U609BB,0.6685,,undeciphered,true,false
X/503,X,,,,U604C6,0.7151,,undeciphered,true,false
X/504,X,,,,U61AFE,0.6364,,undeciphered,true,false
